id;id_network;short_indicator;indicator;dimension;theme;sub_theme;Type_Impact;Type_Indicators;system_based_classification;System_Units;spatial_representation;Ideal;monitor;Pillar
;369;Standardized income;Standardized income;Quality of Life;Consumption and Income;Distribution-Income;Here and now;;;;;Growth;10_DBoom;Economic
;370;Social assistence;Social assistence;Quality of Life;Consumption and Income;Distribution-Income;Here and now;;;;;Equal opp;10_DBoom;Economic
;371;Food packages;Food packages;Quality of Life;Consumption and Income;Distribution-Income;Here and now;;;;;Equal opp;10_DBoom;Economic
;372;Energy poverty;Energy poverty;Quality of Life;Consumption and Income;Distribution-Income;Here and now;;;;;Equal opp;10_DBoom;Economic
;373;Social assistance and benefits ;Social assistance and benefits ;Quality of Life;Consumption and Income;Distribution-Income;Here and now;;;;;Equal opp;10_DBoom;Economic
139;374;Social security benefits;Social security benefits;Quality of Life;Consumption and Income;Income;Here and now, Later;Trust;Bridging social capital;;Neighborhood;Equal opp;1_StaatVDS;Economic
;375;Energy ratio;Energy ratio;Quality of Life;Consumption and Income;Distribution-Income;Here and now;;;;;Equal opp;10_DBoom;Economic
169;376;Disposable income;Disposable income;Quality of Life;Consumption and Income;Income;Here and now;;System Condition;Monetary;Neighborhood;Equal opp;1_StaatVDS;Economic
5;377;Individual consumption;Individual consumption;Quality of Life;Consumption and Income;Consumption;Here and now;Project outcome;Adverse Outcome;Monetary;;Sustainability;6_RMBW;Economic
;378;Youth with youth assistance;Youth with youth assistance;Quality of Life;Consumption and Income;Official Development Assistance;;;;;;Safety;11_BBV;Economic
;379;Income spent on housing;Income spent on housing;Quality of Life;Consumption and Income;Consumption;Here and now;;;;;Growth;9_SDGs;Economic
;380;Disability benefits;Disability benefits;Quality of Life;Consumption and Income;Official Development Assistance;Here and now;;;;;Equal opp;9_SDGs;Economic
;381;Income distribution;Income distribution;Quality of Life;Consumption and Income;Distribution-Income;Here and now;;;;;Growth;10_DBoom;Economic
70;382;Jobs other sustainability;% other jobs in sustainability sector;Quality of Life;Education;Knowledge of sustainable development;Here and now, Later;;;;City;Growth;8_Duurzame;Social
57;383;Enrollments transports science;Transport Sciences and Logistics enrolments in Amsterdam per year;Quality of Life;Education;Participation in education;Here and now;;;;City;Growth;8_Duurzame;Social
30;384;Life satis-education;Life satisfaction - The education you received;Quality of Life;Education;Subjective-education;Here and now;;System Condition;Index;;Equal opp;1_StaatVDS;Social
56;385;Enrollments health care;Health care enrolments in Amsterdam per year;Quality of Life;Education;Participation in education;Here and now;;;;City;Growth;8_Duurzame;Social
68;386;Low-educated;Low-educated population;Quality of Life;Education;Educational attainment;Here and now;;Adverse Outcome;Population;;Equal opp;6_RMBW;Social
33;387;Enrollments mechanical eng. ;Mechanical Engineering enrolments in Amsterdam per year;Quality of Life;Education;Participation in education;Here and now;;;;City;Growth;8_Duurzame;Social
69;388;Jobs sustainability;% technical jobs in sustainability sector;Quality of Life;Education;Knowledge of sustainable development;Here and now;;;;City;Growth;8_Duurzame;Social
152;389;School leavers;Early school leavers;Quality of Life;Education;Participation in education;Here and now, Later;;System Condition;People;City;Equal opp;1_StaatVDS;Social
58;390;Employed Men;Number of men employed in sector;Quality of Life;Education;Participation in education;Here and now;;;;City;Growth;8_Duurzame;Social
54;391;Enrollments land-forestry;Land and forestry enrolments in Amsterdam per year;Quality of Life;Education;Participation in education;Here and now;;;;City;Growth;8_Duurzame;Social
32;392;Enrollments construction;Construction enrolments in Amsterdam per year;Quality of Life;Education;Participation in education;Here and now;;;;City;Growth;8_Duurzame;Social
45;393;Enrollments AMS;Total enrolments in Amsterdam per year;Quality of Life;Education;Participation in education;Here and now;;;;City;Growth;8_Duurzame;Social
145;394;Diploma VMBO-HAVO-VWO;Diploma VMBO-HAVO-VWO;Quality of Life;Education;Educational attainment;Here and now;;System Condition;People;City;Equal opp;1_StaatVDS;Social
53;395;Enrollments environmental protection;Environmental protection enrolments in Amsterdam per year;Quality of Life;Education;Participation in education;Here and now;;;;City;Growth;8_Duurzame;Social
68;396;Staff HBO-WO;background staff with hbo and/or wo degree;Quality of Life;Education;Educational attainment;Here and now;;;;City;Growth;8_Duurzame;Social
151;397;Student abstentism;Student abstentism;Quality of Life;Education;Participation in education;Here and now;;System Condition;People;City;Equal opp;1_StaatVDS;Social
11;398;Highly educated;Highly educated population;Quality of Life;Education;Educational attainment;Here and now, Later;Strategic;Value Creation ;Population;Neighborhood;Equal opp;6_RMBW;Social
153;399;HBO-WO graduates;HBO-WO graduates;Quality of Life;Education;Educational attainment;Here and now;;System Condition;People;City;Equal opp;1_StaatVDS;Social
43;400;Enrollments secretarial work;Secretarial work and information services enrolments in Amsterdam per year;Quality of Life;Education;Participation in education;Here and now;;;;City;Growth;8_Duurzame;Social
149;401;Interships;Number of interships;Quality of Life;Education;Educational attainment;Here and now;;System Condition;People;City;Equal opp;1_StaatVDS;Social
146;402;MBO Students;MBO Students;Quality of Life;Education;Educational attainment;Here and now;;System Condition;People;City;Equal opp;1_StaatVDS;Social
55;403;Enrollments physics;Physical sciences enrolments in Amsterdam per year;Quality of Life;Education;Participation in education;Here and now;;;;City;Growth;8_Duurzame;Social
35;404;Enrollments metal prod.;Metal production enrolments in Amsterdam per year;Quality of Life;Education;Participation in education;Here and now;;;;City;Growth;8_Duurzame;Social
31;405;Enrollments installation tech. ;Installation technology enrolments in Amsterdam per year;Quality of Life;Education;Participation in education;Here and now;;;;City;Growth;8_Duurzame;Social
37;406;Enrollments AMS;Total enrolments in Amsterdam per year;Quality of Life;Education;Participation in education;Here and now;;;;City;Growth;8_Duurzame;Social
155;407;HBO-WO students;HBO-WO students;Quality of Life;Education;Educational attainment;Here and now;;System Condition;Building Units;City;Equal opp;1_StaatVDS;Social
52;408;Enrollments art-audiovisual;Art education and audiovisual technology enrolments in Amsterdam per year;Quality of Life;Education;Participation in education;Here and now;;;;City;Growth;8_Duurzame;Social
39;409;Enrollments safety-environment;Safety and environment enrolments in Amsterdam per year;Quality of Life;Education;Participation in education;Here and now;;;;City;Growth;8_Duurzame;Social
38;410;Enrollments civil eng.;Civil engineering enrolments in Amsterdam per year;Quality of Life;Education;Participation in education;Here and now;;;;City;Growth;8_Duurzame;Social
134;411;Diploma PS Advice;Diplomas PS Advice;Quality of Life;Education;Educational attainment;Here and now;;System Condition;People;City;Equal opp;1_StaatVDS;Social
41;412;Enrollments logistics ; Logistics enrolments in Amsterdam per year;Quality of Life;Education;Participation in education;Here and now;;;;City;Growth;8_Duurzame;Social
27;413;Enrollments AMS;Total enrolments in Amsterdam per year;Quality of Life;Education;Participation in education;Here and now;;;;City;Growth;8_Duurzame;Social
28;414;Enrollments electrical eng.;Electrical engineering enrolments in Amsterdam per year;Quality of Life;Education;Participation in education;Here and now;;;;City;Growth;8_Duurzame;Social
34;415;Enrollments chemical lab.;Process and chemical laboratory technology enrolments in Amsterdam per year;Quality of Life;Education;Participation in education;Here and now;;;;City;Growth;8_Duurzame;Social
44;416;Enrollments accounting-business;Accounting and business administration enrolments in Amsterdam per year;Quality of Life;Education;Participation in education;Here and now;;;;City;Growth;8_Duurzame;Social
156;417;Literacy;Literacy rate;Quality of Life;Education;Educational attainment;Here and now, Later;;System Condition;People;City;Equal opp;1_StaatVDS;Social
157;418;Adult education;Adult education;Quality of Life;Education;Educational attainment;Here and now, Later;;System Condition;Building Units;City;Equal opp;1_StaatVDS;Social
63;419;Employed highly educated women;%women employed in highly educated sector;Quality of Life;Education;Lifelong learning;Here and now;;;;City;Growth;8_Duurzame;Social
67;420;Staff MBO;Background of staff with mbo diploma,%mbo1,%mbo2,%mbo3,%mbo4;Quality of Life;Education;Educational attainment;Here and now;;;;City;Growth;8_Duurzame;Social
132;421;HS Students;High school students;Quality of Life;Education;Educational attainment;Here and now;;System Condition;People;Neighborhood;Equal opp;1_StaatVDS;Social
51;422;Enrollments social science;Social Sciences enrolments in Amsterdam per year;Quality of Life;Education;Participation in education;Here and now;;;;City;Growth;8_Duurzame;Social
50;423;Enrrolments informatics;Informatics enrolments in Amsterdam per year;Quality of Life;Education;Participation in education;Here and now;;;;City;Growth;8_Duurzame;Social
30;424;Enrollments EIC;Engineering, industry and construction enrolments in Amsterdam per year;Quality of Life;Education;Participation in education;Here and now;;;;City;Growth;8_Duurzame;Social
40;425;Enrollments agriculture-natural;Agriculture and natural environment enrolments in Amsterdam per year;Quality of Life;Education;Participation in education;Here and now;;;;City;Growth;8_Duurzame;Social
147;426;Diploma MBO;Diploma MBO;Quality of Life;Education;Educational attainment;Here and now;;System Condition;People;City;Equal opp;1_StaatVDS;Social
42;427;Enrollments IT;IT enrolments in Amsterdam per year;Quality of Life;Education;Participation in education;Here and now;;;;City;Growth;8_Duurzame;Social
47;428;Enrollments technical services;Engineering and technical services enrolments in Amsterdam per year;Quality of Life;Education;Participation in education;Here and now;;;;City;Growth;8_Duurzame;Social
29;429;Enrollments product. electrical eng.;Production engineering enrolments in Amsterdam per year;Quality of Life;Education;Participation in education;Here and now;;;;City;Growth;8_Duurzame;Social
133;430;HS per school type;High school students per school type;Quality of Life;Education;Educational attainment;Here and now;;System Condition;People;Neighborhood;Equal opp;1_StaatVDS;Social
46;431;Enrollments architecture-construction;Architecture and construction enrolments in Amsterdam per year;Quality of Life;Education;Participation in education;Here and now;;;;City;Growth;8_Duurzame;Social
16;432;Vacancies teaching school;Vacancies teaching school;Quality of Life;Education;Distribution-Education;Here and now;;Value Creation ;People;;Equal opp;4_Stadsdonut;Social
148;433;MBO Grad Job;MBO Grad Job;Quality of Life;Education;Educational attainment;Here and now;;System Condition;People;City;Equal opp;1_StaatVDS;Social
36;434;Enrollments automotive;Automotive Aircraft and shipping industry enrolments in Amsterdam per year;Quality of Life;Education;Participation in education;Here and now;;;;City;Growth;8_Duurzame;Social
131;435;Primary Students;Primary students;Quality of Life;Education;Educational attainment;Here and now;;System Condition;People;Neighborhood;Equal opp;1_StaatVDS;Social
49;436;Enrollments business-Administration;Business and Administration enrolments in Amsterdam per year;Quality of Life;Education;Participation in education;Here and now;;;;City;Growth;8_Duurzame;Social
61;437;Employed highly educated;% of employees in sector highly educated;Quality of Life;Education;Lifelong learning;Here and now;;;;City;Growth;8_Duurzame;Social
59;438;Employed Woman;Number of women employed in sector;Quality of Life;Education;Participation in education;Here and now;;;;City;Growth;8_Duurzame;Social
130;439;School weighting;School weighting;Quality of Life;Education;Educational attainment;Here and now, Later;;System Condition;Index;City;Equal opp;1_StaatVDS;Social
48;440;Enrollments AMS;Total enrolments in Amsterdam per year;Quality of Life;Education;Participation in education;Here and now;;;;City;Growth;8_Duurzame;Social
127;441;Primary Schools;Schools for primary education;Quality of Life;Education;Participation in education;Here and now;;System Condition;People;City;Growth;1_StaatVDS;Social
128;442;Secondary Schools;Schools for secondary education;Quality of Life;Education;Participation in education;Here and now;;System Condition;People;City;Growth;1_StaatVDS;Social
62;443;Employed medium educated;% of employees in sector with medium level of education;Quality of Life;Education;Educational attainment;Here and now;;;;City;Growth;8_Duurzame;Social
60;444;Employed technical background;% of employees in sector with technical background;Quality of Life;Education;Educational attainment;Here and now;;;;City;Growth;8_Duurzame;Social
129;445;School Motives PS14;School choose motives primary schools pupils 14;Quality of Life;Education;Participation in education;Here and now;;System Condition;People;City;Equal opp;1_StaatVDS;Social
126;446;SE Schools;Schools for special education;Quality of Life;Education;Participation in education;Here and now;;System Condition;People;City;Equal opp;1_StaatVDS;Social
125;447;Preschool toddlers;Pre-school participation of toddlers with and without target group indication;Quality of Life;Education;Participation in education;Here and now;;System Condition;People;City;Together;1_StaatVDS;Social
107;448;Hospitalizations COVID-19;hospitalizations due to COVID-19;Quality of Life;Health;COVID-19;Here and now;;Adverse Outcome;People;Neighborhood;Safety;1_StaatVDS;Social
;449;Long-term illness;Long-term illness;Quality of Life;Health;Chronic diseases;Here and now;;;;;Safety;10_DBoom;Social
106;450;Adults COVID-19;COVID-19 in adults;Quality of Life;Health;COVID-19;Here and now;;Adverse Outcome;People;Neighborhood;Safety;1_StaatVDS;Social
;451;Perceived health;Perceived health;Quality of Life;Health;Subjective-health;Here and now;;;;;Safety;10_DBoom;Social
;452;Vulnerable population;Vulnerable population;Quality of Life;Health;Chronic diseases;Here and now;;;;;Equal opp;9_SDGs;Social
117;453;Heavy drinkers;people who are heavily drinkers;Quality of Life;Health;Smoking-Drinking;Here and now;;Adverse Outcome;People;City;Safety;1_StaatVDS;Social
105;454;Positive COVID-19;Positive test for COVID-19;Quality of Life;Health;COVID-19;Here and now;;Adverse Outcome;People;Neighborhood;Safety;1_StaatVDS;Social
5;455;Experienced nuisance;Experienced nuisance;Quality of Life;Health;Nuisance;Here and now;;;;City;Safety;2_BWMRA;Social
6;456;Healthy life exp. men;Healthy life expectancy men;Quality of Life;Health;Life expectancy;Here and now, Later;Strategic;System Condition;Time;;Equal opp;6_RMBW;Social
66;457;Experienced health;Experienced health;Quality of Life;Health;Healthy life expectancy;Here and now;;System Condition;Index;;Equal opp;6_RMBW;Social
7;458;Healthy life exp.women;Healthy life expectancy women;Quality of Life;Health;Life expectancy;Here and now, Later;Strategic;System Condition;Time;;Equal opp;6_RMBW;Social
116;459;Smoking;people who smokes;Quality of Life;Health;Smoking-Drinking;Here and now;;Adverse Outcome;People;City;Safety;1_StaatVDS;Social
18;460;Mental Health;Mental Health;Quality of Life;Health;Mental health;Here and now;;;;City;Safety;2_BWMRA;Social
2;461;Depression Anxiety;Depression and Anxiety;Quality of Life;Health;Mental health;Here and now;;Adverse Outcome;People;;Safety;4_Stadsdonut;Social
71;462;Severe limitations health ;Severe long-term limitations due to health problems;Quality of Life;Health;Healthy life expectancy;Here and now;;Adverse Outcome;;;Equal opp;6_RMBW;Social
103;463;Perceived health;Perceived health;Quality of Life;Health;Subjective-health;Here and now;;System Condition;People;City;Equal opp;1_StaatVDS;Social
110;464;Corona Vaccine Pop.;people with Corona vaccine;Quality of Life;Health;COVID-19;Here and now;;System Condition;People;Neighborhood;Safety;1_StaatVDS;Social
109;465;Deaths COVID-19;deaths due to COVID-19;Quality of Life;Health;COVID-19;Here and now;;Adverse Outcome;People;Neighborhood;Safety;1_StaatVDS;Social
;466;Drug users;Drug users;Quality of Life;Health;Lifestyle-Exercise;Here and now;;;;;Safety;10_DBoom;Social
121;467;Received help health;Amsterdam residents aged 18 and older have had help with household activities, personal care and/or nursing in the past twelve months because of health;Quality of Life;Health;Distribution-Health;Here and now;;System Condition;People;City;Together;1_StaatVDS;Social
228;468;Nuisance to people;Nuisance to people;Quality of Life;Health;Nuisance;Here and now;;System Condition;Index;Neighborhood;Safety;1_StaatVDS;Social
;469;Noise levels;Noise levels;Quality of Life;Health;Nuisance;Here and now;;;;;Safety;9_SDGs;Social
32;470;Air quality regulation;Health impacts of air pollution;Quality of Life;Health;Mortality;Here and now;Tactical;Adverse Outcome;People;National;Safety;4_Stadsdonut;Social
;471;Medical treatment;Medical treatment;Quality of Life;Health;Health care facilities;Here and now;;;;;Safety;9_SDGs;Social
;472;Youth with youth protection;Youth with youth protection;Quality of Life;Health;Health care facilities;;;;;;Safety;11_BBV;Social
;473;Long-term illness;Long-term illness;Quality of Life;Health;Chronic diseases;Here and now;;;;;Safety;9_SDGs;Social
114;474;Fear-Stress-Gloom;people feeling of fear, stress and gloom;Quality of Life;Health;Mental health;Here and now;;Adverse Outcome;People;City;Equal opp;1_StaatVDS;Social
111;475;MH: Down and pessimistic;Mental health: number of people feeling down and pessimistic;Quality of Life;Health;Mental health;Here and now;;Adverse Outcome;People;City;Equal opp;1_StaatVDS;Social
;476;Drug users;Drug users;Quality of Life;Health;Lifestyle-Exercise;Here and now;;;;;Safety;9_SDGs;Social
167;477;Disability benefits;Unemployed labor force: Disability benefits;Quality of Life;Health;Disability;Here and now;;Value Creation ;People;City;Equal opp;1_StaatVDS;Social
120;478;Physical activity COVID-19;people who maintain active during coronavirus pandemic;Quality of Life;Health;COVID-19;Here and now;;System Condition;People;City;Safety;1_StaatVDS;Social
;479;Medical treatment;Medical treatment;Quality of Life;Health;Health care facilities;Here and now;;;;;Safety;10_DBoom;Social
115;480;Loneliness;people feeling lonely;Quality of Life;Health;Mental health;Here and now;;Adverse Outcome;People;City;Together;1_StaatVDS;Social
108;481;Adults antibodies;adults with antibodies in the blood;Quality of Life;Health;COVID-19;Here and now;;System Condition;People;Neighborhood;Safety;1_StaatVDS;Social
226;482;Nuisance Index;Nuisance Index;Quality of Life;Health;Nuisance;Here and now;;System Condition;Index;Neighborhood;Safety;1_StaatVDS;Social
;483;Smokers;Smokers;Quality of Life;Health;Smoking-Drinking;Here and now;;;;;Safety;10_DBoom;Social
;484;Perceived health;Perceived health;Quality of Life;Health;Subjective-health;Here and now;;;;;Safety;9_SDGs;Social
113;485;MH: energetic;Mental health: number of people feeling energetic;Quality of Life;Health;Mental health;Here and now;;;;;Equal opp;1_StaatVDS;Social
;486;Vulnerable population;Vulnerable population;Quality of Life;Health;Chronic diseases;Here and now;;;;;Equal opp;10_DBoom;Social
;487;Noise levels;Noise levels;Quality of Life;Health;Nuisance;Here and now;;;;;Safety;10_DBoom;Social
;488;Non-athletes;Non-athletes;Quality of Life;Health;Lifestyle-Exercise;;;;;;Growth;11_BBV;Social
112;489;MH: Calm and at ease;Mental health: number of people feeling calm and at ease;Quality of Life;Health;Mental health;Here and now;;;;;Equal opp;1_StaatVDS;Social
49;490;Noise pollution;Noise pollution;Quality of Life;Health;Healthy life expectancy;Here and now;;Adverse Outcome;Index;City;Safety;5_EVMRA;Social
12;491;Perceived health;Perceived health;Quality of Life;Health;Perceived health;Here and now;;;;City;Safety;2_BWMRA;Social
9;492;Overweight;Overweight;Quality of Life;Health;Obesity;Here and now, Later;;;;City;Safety;2_BWMRA;Social
;493;Smokers;Smokers;Quality of Life;Health;Smoking-Drinking;Here and now;;;;;Safety;9_SDGs;Social
17;494;Satisfaction home;Satisfaction with home;Quality of Life;Housing;Subjective;Here and now;;System Condition;Units;Neighborhood;Equal opp;1_StaatVDS;Social
;495;Newly built homes;Newly built homes;Quality of Life;Housing;Housing stock;;;;;;Growth;11_BBV;Social
12;496;Housing stock;Housing stock;Quality of Life;Housing;Housing stock;Here and now;;System Condition;People;Neighborhood;Growth;1_StaatVDS;Social
33;497;House selling time;Housing selling time;Quality of Life;Housing;Housing affordability;Here and now;;Adverse Outcome;Time;Neighborhood;Growth;5_EVMRA;Social
4;498;Social housing reg.;Social housing registration;Quality of Life;Housing;Housing stock;Here and now;;Value Creation ;Units;;Equal opp;4_Stadsdonut;Social
38;499;Social house waiting time;Social housing waiting time;Quality of Life;Housing;Housing stock;Here and now;Strategic;Adverse Outcome;Time;Neighborhood;Equal opp;5_EVMRA;Social
25;500;Perception of housing costs;Perception of housing costs;Quality of Life;Housing;Housing affordability;Here and now;;;;City;Equal opp;2_BWMRA;Social
16;501;Housing purchase price;Housing purchase price;Quality of Life;Housing;Housing price;Here and now;;System Condition;Monetary;Neighborhood;Equal opp;1_StaatVDS;Social
37;502;Liberalized housing;Free sector rental stock;Quality of Life;Housing;Housing stock;Here and now;;System Condition;Population;Neighborhood;Growth;5_EVMRA;Social
16;503;Satisfaction home;Satisfaction with home;Quality of Life;Housing;Quality of housing;Here and now;Strategic;System Condition;Index;;Equal opp;6_RMBW;Social
7;504;VvE homes;VvE homes;Quality of Life;Housing;Investments in housing;Here and now;;Value Creation ;Population;City;Sustainability;7_Klimaat;Social
;505;Municipal housing costs  multi-person household;Municipal housing costs  multi-person household;Quality of Life;Housing;Housing affordability;;;;;;Growth;11_BBV;Social
;506;Average rent free market;Average rent free market;Quality of Life;Housing;Housing cost;Here and now;;;;;Growth;9_SDGs;Social
;507;Average rent social housing;Average rent social housing;Quality of Life;Housing;Housing cost;Here and now;;;;;Growth;10_DBoom;Social
;508;Average housing price;Average housing price;Quality of Life;Housing;Housing cost;Here and now;;;;;Growth;10_DBoom;Social
19;509;House size fit;House size fit;Quality of Life;Housing;Quality of housing;Here and now;;System Condition;Index;Neighborhood;Equal opp;1_StaatVDS;Social
23;510;Energy cost;Energy cost;Quality of Life;Housing;Housing affordability;Here and Now, Elsewhere;;Resource Flow;Units;Neighborhood;Sustainability;1_StaatVDS;Social
34;511;Properties sold;Properties sold;Quality of Life;Housing;Housing stock;Here and now, Later;;Value Creation ;Population;Neighborhood;Growth;5_EVMRA;Social
;512;Mean WOZ ;Mean WOZ ;Quality of Life;Housing;Housing stock;;;;;;Growth;11_BBV;Social
15;513;Housing rental prices;Housing rental prices;Quality of Life;Housing;Housing affordability;Here and now;;System Condition;Monetary;Neighborhood;Equal opp;1_StaatVDS;Social
31;514;Life satis-housing situation;Life satisfaction - Your housing situation;Quality of Life;Housing;Subjective-Housing;Here and now;;System Condition;Index;;Equal opp;1_StaatVDS;Social
22;515;Willing invest energy measures;Willing to invest in energy measures;Quality of Life;Housing;Investments in housing;Here and Now, Elsewhere;;Value Creation ;Units;City;Sustainability;1_StaatVDS;Social
15;516;Quality housing;Quality of housing;Quality of Life;Housing;Quality of housing;Here and now;Strategic;System Condition;Index;Neighborhood;Equal opp;6_RMBW;Social
;517;Homelessness;Homelessness;Quality of Life;Housing;Slums-rough sleepers;Here and now;;;;;Equal opp;9_SDGs;Social
6;518;VvE supported;VvE supported;Quality of Life;Housing;Investments in housing;Here and now;;Value Creation ;Population;City;Sustainability;7_Klimaat;Social
13;519;Construction type;Construction type (housing stock);Quality of Life;Housing;Housing stock;Here and now;;System Condition;Units;Neighborhood;Equal opp;1_StaatVDS;Social
3;520;Social rent;Registered social rent;Quality of Life;Housing;Housing stock;Here and now;;Adverse Outcome;People;;Equal opp;4_Stadsdonut;Social
;521;Total housing stock;Total housing stock;Quality of Life;Housing;Housing stock;Here and now;;;;;Growth;9_SDGs;Social
35;522;Housing stock;Housing stock;Quality of Life;Housing;Housing stock;Here and now;;System Condition;Population;Neighborhood;Growth;5_EVMRA;Social
;523;Average housing price;Average housing price;Quality of Life;Housing;Housing cost;Here and now;;;;;Growth;9_SDGs;Social
;524;Satisfaction housing;Satisfaction housing;Quality of Life;Housing;Subjective-Housing;Here and now;;;;;Growth;10_DBoom;Social
20;525;Energy efficiency houses;Energy efficiency (energy label);Quality of Life;Housing;Quality of housing;Here and now, Later, Elsewhere;;Value Creation ;Units;Neighborhood;Sustainability;1_StaatVDS;Social
;526;Average rent social housing;Average rent social housing;Quality of Life;Housing;Housing cost;Here and now;;;;;Growth;9_SDGs;Social
;527;Satisfaction housing;Satisfaction housing;Quality of Life;Housing;Subjective-Housing;Here and now;;;;;Growth;9_SDGs;Social
;528;Total housing stock;Total housing stock;Quality of Life;Housing;Housing stock;Here and now;;;;;Growth;10_DBoom;Social
7;529;Satisfaction with home;Satisfaction with home;Quality of Life;Housing;Quality of housing;Here and now;;;;City;Safety;2_BWMRA;Social
21;530;Houses with solar panels;Houses with solar panels;Quality of Life;Housing;Quality of housing;Here and Now, Elsewhere;;Value Creation ;Units;City;Sustainability;1_StaatVDS;Social
;531;Average rent free market;Average rent free market;Quality of Life;Housing;Housing cost;Here and now;;;;;Growth;10_DBoom;Social
25;532;Satisfaction neighborhood ;Satisfaction with neighborhood to grow old;Quality of Life;Housing;Subjective;Here and now;;System Condition;Units;Neighborhood;Safety;1_StaatVDS;Social
;533;Homelessness;Homelessness;Quality of Life;Housing;Slums-rough sleepers;Here and now;;;;;Equal opp;10_DBoom;Social
;534;Amount of shelters;Amount of shelters;Quality of Life;Housing;Slums-rough sleepers;Here and now;;;;;Together;9_SDGs;Social
;535;Amount of shelters;Amount of shelters;Quality of Life;Housing;Slums-rough sleepers;Here and now;;;;;Together;10_DBoom;Social
36;536;Social house stock;Social housing stock;Quality of Life;Housing;Housing stock;Here and now;;System Condition;Population;Neighborhood;Growth;5_EVMRA;Social
39;537;Rental prices;Rental prices;Quality of Life;Housing;Housing affordability;Here and now, Later;Tactical;Adverse Outcome;Monetary;Neighborhood;Equal opp;5_EVMRA;Social
26;538;Quality of housing;Quality of housing;Quality of Life;Housing;Quality of housing;Here and now;;;;City;Safety;2_BWMRA;Social
;539;Municipal housing costs single-person household;Municipal housing costs single-person household;Quality of Life;Housing;Housing affordability;;;;;;Growth;11_BBV;Social
200;540;Digital freedom;Digital freedom;Quality of Life;Institutional;Trust in institutions;Here and now;;System Condition;People;Neighborhood;Equal opp;1_StaatVDS;Social
201;541;Digital barriers-freedom;Barriers to have digital freedom when using digital resources;Quality of Life;Institutional;Trust in institutions;Here and now;;System Condition;People;Neighborhood;Equal opp;1_StaatVDS;Social
88;542;Internsips;Number of internships;Quality of Life;Labour;Distribution-Labour;Here and now;;;;City;Equal opp;8_Duurzame;Economic
26;543;Sustainable jobs;Sustainable jobs;Quality of Life;Labour;Distribution-Labour-;Here and now, Later;;Value Creation ;Population;City;Sustainability;7_Klimaat;Economic
150;544;Employed teachers;Employed teachers;Quality of Life;Labour;Employment rate;Here and now;;System Condition;People;City;Equal opp;1_StaatVDS;Economic
87;545;Apprenticeships;Number of apprenticeships;Quality of Life;Labour;Distribution-Labour;Here and now;;;;City;Equal opp;8_Duurzame;Economic
9;546;Long-term unemployment;Long-term unemployment;Quality of Life;Labour;Employment rate;Here and now;Strategic;Adverse Outcome;Population;;Equal opp;6_RMBW;Economic
161;547;Employed - Flexible;Total employed persons by type of contract ;Quality of Life;Labour;Employment rate;Here and now;;System Condition;People;City;Equal opp;1_StaatVDS;Economic
64;548;Employed MRA;% employees in sector from MRA;Quality of Life;Labour;Employment rate;Here and now;;;;City;Growth;8_Duurzame;Economic
1;549;Unemployed;Share of unemployed;Quality of Life;Labour;Unemployment;Here and now;;;;City;Equal opp;8_Duurzame;Economic
65;550;Employed AMS;% employees in sector from A'dam;Quality of Life;Labour;Employment rate;Here and now;;;;City;Growth;8_Duurzame;Economic
21;551;Employment;Employment;Quality of Life;Labour;Employment rate;Here and now;;;;City;Growth;2_BWMRA;Economic
165;552;Unemployment rate;Unemployment rate;Quality of Life;Labour;Unemployment;Here and now;;System Condition;People;City;Equal opp;1_StaatVDS;Economic
160;553;Employed - Payroll;Total employed persons by type of contract ;Quality of Life;Labour;Employment rate;Here and now;;System Condition;People;City;Equal opp;1_StaatVDS;Economic
163;554;ZZPERS;Self employed;Quality of Life;Labour;Employment rate;Here and now;;System Condition;People;City;Equal opp;1_StaatVDS;Economic
26;555;Social assistance - sustainability exp - 2;Number of people in unemployment or social assistance in region with work experience in a sector related to the sustainability sector ;Quality of Life;Labour;Unemployment;Here and now, Later;;;;Regional;Growth;8_Duurzame;Economic
158;556;Labor force;Labor force;Quality of Life;Labour;Labour force;Here and now;;System Condition;People;City;Equal opp;1_StaatVDS;Economic
7;557;Labor force persons;Labor force - persons;Quality of Life;Labour;Employment rate;Here and now;Strategic;System Condition;Population;City;Growth;5_EVMRA;Economic
10;558;Net employment rate;Net employment rate;Quality of Life;Labour;Employment rate;Here and now;Project outcome;System Condition;Population;;Equal opp;6_RMBW;Economic
11;559;Main occupation;Main occupation;Quality of Life;Labour;Distribution-Labour;Here and now;;System Condition;People;Neighborhood;Equal opp;1_StaatVDS;Economic
12;560;Sustainability jobs MRA;Number of sustainability jobs in MRA;Quality of Life;Labour;Employment rate;Here and now, Later;;;;Regional;Growth;8_Duurzame;Economic
168;561;Unemployment benefits;Unemployed labor force: Unemployment benefits;Quality of Life;Labour;Unemployment;Here and now;;System Condition;People;City;Equal opp;1_StaatVDS;Economic
166;562;Social assistance;"Unemployed labor force: Social assistance. if the household consists
of two or more adults (with or without children), the
benefit is in the name of one of the adults.";Quality of Life;Labour;Unemployment;Here and now;;System Condition;People;City;Equal opp;1_StaatVDS;Economic
66;563;Employed 45+;% employees in sector 45+;Quality of Life;Labour;Employment rate;Here and now;;;;City;Growth;8_Duurzame;Economic
